hiHokenshaNo,DbUDD002HihokenshaNo,DbUDD002HihokenshaNo,,,,,被保険者番号,A
serviceTeikyoYM,UDD014YM,FlexibleYearMonth,,,,,サービス提供年月,A
seiriNo,varchar,RString,,,,,整理番号,A
rirekiNo,int2,int,,,,,履歴番号,A
shoKisaiHokenshaNo,DbUDD003HokenshaNo,DbUDD003HokenshaNo,,,,,証記載保険者番号,A
ketteiYMD,UDD015YMD,FlexibleDate,,,,,決定年月日,A
shikyuHushikyuKetteiKubun,varchar,RString,,,,,支給・不支給決定区分,A
shiharaiKingaku,numeric,Decimal,,,,,支払金額,A
shiharaiKingakuUchiwakeRiyoshabun,numeric,Decimal,,,,,支払金額内訳・利用者分,A
ketteiIchiranTorikomiYM,UDD014YM,FlexibleYearMonth,,,,,決定一覧取込年月,A
